Stock,EventD,EventT,OptionEX,C/P,Strike,Size,OPrice,Direction,Condition,Seq,LegSeq,MillionD,StockV,MarketCapB,ER_Date,ER_A/B,Height,MaxMillionD,MaxStrike,MinHeight,MaxHeight,MaxSize,Index,OIa,OIChange
QDEL,180719,103114,180817,C,60.0,400,11.380,Buy68%   ,Spread              ,42460751,42460749,0.46,69.81,2.6,20180807,amc,86.0,0.46,60.0,86.0,86.0,400,QDEL_180719_103114_A,2,0.0
QDEL,180719,103114,180720,C,60.0,400,10.150,Buy28%   ,Spread              ,42460749,42460751,0.41,69.81,2.6,20180807,amc,86.0,0.46,60.0,86.0,86.0,400,QDEL_180719_103114_B,819,0.0
QDEL,180719,110543,180720,C,60.0,319,10.180,Buy6%    ,Spread              ,63200244,63200269,0.32,69.81,2.6,20180807,amc,86.0,0.32,75.0,86.0,107.0,1000,QDEL_180719_110543_C,819,0.0
QDEL,180719,110543,180720,C,70.0,137,0.800,Sell33%  ,Spread              ,63200269,63200292,0.01,69.81,2.6,20180807,amc,100.0,0.32,75.0,86.0,107.0,1000,QDEL_180719_110543_B,188,0.0
QDEL,180719,110543,180817,C,75.0,1000,1.750,Sell12%  ,Spread              ,63200292,63200244,0.18,69.81,2.6,20180807,amc,107.0,0.32,75.0,86.0,107.0,1000,QDEL_180719_110543_A,42,0.0
REGN,180719,102459,180720,C,325.0,200,39.000,Sell9%   ,Spread              ,28922080,28922083,0.78,367.74,38.7,20180802,bmo,88.0,0.78,325.0,88.0,88.0,200,REGN_180719_102459_A,316,-5.0
RIG,180719,94507,180817,C,13.0,1000,0.600,Un0%     ,Spread              ,9222152,9222153,0.06,12.68,5.9,20180730,amc,103.0,0.06,15.0,103.0,118.0,1000,RIG_180719_94507_B,11254,-6.0
RIG,180719,94507,180817,C,15.0,1000,0.100,Un0%     ,Spread              ,9222153,9222152,0.01,12.68,5.9,20180730,amc,118.0,0.06,15.0,103.0,118.0,1000,RIG_180719_94507_A,33956,-1012.0
SBGI,180719,103838,181221,C,34.0,1575,0.500,Sell100% ,Spread              ,37121090,37121094,0.08,26.3,2.7,20180808,bmo,129.0,0.08,34.0,122.0,129.0,1575,SBGI_180719_103838_A,2840,-2176.0
SBGI,180719,103838,181221,C,32.0,438,0.800,Sell100% ,Spread              ,37121085,37121090,0.04,26.3,2.7,20180808,bmo,122.0,0.08,34.0,122.0,129.0,1575,SBGI_180719_103838_B,3750,0.0
SBGI,180719,113247,181221,C,34.0,2633,0.600,Sell33%  ,Spread              ,57293106,57293112,0.16,26.3,2.7,20180808,bmo,129.0,0.16,41.0,129.0,156.0,2633,SBGI_180719_113247_B,2840,-2176.0
SBGI,180719,113247,181221,C,41.0,2633,0.200,Buy100%  ,Spread              ,57293112,57293106,0.05,26.3,2.7,20180808,bmo,156.0,0.16,41.0,129.0,156.0,2633,SBGI_180719_113247_A,5000,0.0
SGEN,180719,95433,181221,C,70.0,514,6.810,Buy55%   ,Spread              ,15827480,15827478,0.35,70.52,11.0,20180726,amc,99.0,0.35,70.0,78.0,99.0,514,SGEN_180719_95433_A,805,516.0
SGEN,180719,95433,181221,C,55.0,184,15.610,Sell56%  ,Spread              ,15827478,15827479,0.29,70.52,11.0,20180726,amc,78.0,0.35,70.0,78.0,99.0,514,SGEN_180719_95433_B,378,0.0
SGEN,180719,95433,181221,C,55.0,165,15.620,Sell55%  ,Spread              ,15827479,15827480,0.26,70.52,11.0,20180726,amc,78.0,0.35,70.0,78.0,99.0,514,SGEN_180719_95433_C,378,0.0
SHOO,180719,135753,180817,P,50.0,900,0.600,Sell33%  ,Spread              ,133258405,133258403,0.05,56.25,3.4,20180731,bmo,89.0,0.09,55.0,89.0,98.0,900,SHOO_180719_135753_C,2421,-100.0
SHOO,180719,135753,180817,P,55.0,450,2.050,Buy12%   ,Spread              ,133258403,133258404,0.09,56.25,3.4,20180731,bmo,98.0,0.09,55.0,89.0,98.0,900,SHOO_180719_135753_A,2455,1302.0
SHOO,180719,135753,180817,P,55.0,450,2.000,Sell20%  ,Spread              ,133258404,133258405,0.09,56.25,3.4,20180731,bmo,98.0,0.09,55.0,89.0,98.0,900,SHOO_180719_135753_B,2455,1302.0
SHOP,180719,123046,181019,C,185.0,350,9.500,Sell20%  ,Spread              ,95768240,95768234,0.33,171.75,17.6,,,108.0,0.72,185.0,87.0,108.0,350,SHOP_180719_123046_A,593,358.0
SHOP,180719,123046,180720,C,150.0,349,20.500,Buy78%   ,Spread              ,95768234,95768240,0.72,171.75,17.6,,,87.0,0.72,185.0,87.0,108.0,350,SHOP_180719_123046_B,1262,-61.0
SKX,180719,120256,180817,C,32.0,650,3.200,Un0%     ,Spread              ,85049622,85049623,0.21,33.25,5.3,20180719,amc,96.0,0.21,42.0,96.0,126.0,650,SKX_180719_120256_C,4820,41.0
SKX,180719,120256,180817,C,42.0,650,0.400,Sell100% ,Spread              ,85049624,85049622,0.03,33.25,5.3,20180719,amc,126.0,0.21,42.0,96.0,126.0,650,SKX_180719_120256_A,4177,4107.0
SKX,180719,120256,180817,C,34.0,650,2.350,Buy100%  ,Spread              ,85049623,85049624,0.15,33.25,5.3,20180719,amc,102.0,0.21,42.0,96.0,126.0,650,SKX_180719_120256_B,4748,3794.0
SKX,180719,120322,180817,C,32.0,3350,3.100,Sell100% ,Spread              ,85258549,85258550,1.04,33.25,5.3,20180719,amc,96.0,1.04,42.0,96.0,126.0,3350,SKX_180719_120322_C,4820,41.0
SKX,180719,120322,180817,C,34.0,3350,2.300,Buy100%  ,Spread              ,85258550,85258558,0.77,33.25,5.3,20180719,amc,102.0,1.04,42.0,96.0,126.0,3350,SKX_180719_120322_B,4748,3794.0
SKX,180719,120322,180817,C,42.0,3350,0.400,Sell100% ,Spread              ,85258558,85258549,0.13,33.25,5.3,20180719,amc,126.0,1.04,42.0,96.0,126.0,3350,SKX_180719_120322_A,4177,4107.0
SKX,180719,132406,181019,C,31.0,1000,4.700,Sell46%  ,Spread              ,119626148,119626153,0.47,33.25,5.3,20180719,amc,93.0,0.47,44.0,93.0,132.0,1000,SKX_180719_132406_D,1351,-425.0
SKX,180719,132406,181019,C,33.0,1000,3.800,Un0%     ,Spread              ,119626153,119626157,0.38,33.25,5.3,20180719,amc,99.0,0.47,44.0,93.0,132.0,1000,SKX_180719_132406_C,1676,1452.0
SKX,180719,132406,181019,C,40.0,1000,1.350,Un0%     ,Spread              ,119626146,119626148,0.14,33.25,5.3,20180719,amc,120.0,0.47,44.0,93.0,132.0,1000,SKX_180719_132406_B,1160,-491.0
SKX,180719,132406,181019,C,44.0,1000,0.700,Sell33%  ,Spread              ,119626157,119626146,0.07,33.25,5.3,20180719,amc,132.0,0.47,44.0,93.0,132.0,1000,SKX_180719_132406_A,2,0.0
SKX,180719,150412,180720,C,33.0,1000,2.500,Buy100%  ,Spread              ,158852801,158852803,0.25,33.25,5.3,20180719,amc,99.0,0.29,38.0,96.0,114.0,1000,SKX_180719_150412_C,9277,322.0
SKX,180719,150412,180720,C,32.0,1000,2.900,Sell60%  ,Spread              ,158852799,158852801,0.29,33.25,5.3,20180719,amc,96.0,0.29,38.0,96.0,114.0,1000,SKX_180719_150412_D,3237,-2050.0
SKX,180719,150412,180720,C,37.0,500,1.100,Buy100%  ,Spread              ,158852803,158852805,0.06,33.25,5.3,20180719,amc,111.0,0.29,38.0,96.0,114.0,1000,SKX_180719_150412_B,8754,-86.0
SKX,180719,150412,180720,C,38.0,500,0.800,Un0%     ,Spread              ,158852805,158852799,0.04,33.25,5.3,20180719,amc,114.0,0.29,38.0,96.0,114.0,1000,SKX_180719_150412_A,5763,2105.0
SKX,180719,155400,180720,C,38.0,500,0.760,Sell80%  ,Spread              ,179611307,179611306,0.04,33.25,5.3,20180719,amc,114.0,0.08,38.0,105.0,114.0,500,SKX_180719_155400_A,5763,2105.0
SKX,180719,155400,180720,C,35.0,500,1.690,Buy60%   ,Spread              ,179611306,179611307,0.08,33.25,5.3,20180719,amc,105.0,0.08,38.0,105.0,114.0,500,SKX_180719_155400_B,18995,287.0
T,180719,134745,190621,C,35.0,10000,0.910,Un0%     ,BuyWrite            ,133326800,133326800,0.91,31.27,230.5,20180724,amc,112.0,1.95,35.0,96.0,112.0,10000,T_180719_134745_A,25468,10577.0
T,180719,134745,190621,P,30.0,10000,1.950,Buy100%  ,BuyWrite            ,133326800,133326800,1.95,31.27,230.5,20180724,amc,96.0,1.95,35.0,96.0,112.0,10000,T_180719_134745_B,21878,9086.0
TDOC,180719,113823,180720,C,40.0,100,30.700,Buy27%   ,Spread              ,77265893,77265900,0.31,70.4,4.4,20180801,amc,57.0,0.31,70.0,57.0,99.0,100,TDOC_180719_113823_B,694,-25.0
TDOC,180719,113823,190118,C,70.0,100,10.000,Sell50%  ,Spread              ,77265900,77265893,0.10,70.4,4.4,20180801,amc,99.0,0.31,70.0,57.0,99.0,100,TDOC_180719_113823_A,233,26.0
TLRD,180719,112913,180921,C,25.0,750,1.550,Un0%     ,Spread              ,94906877,94906878,0.12,23.33,1.2,,,107.0,0.12,30.0,107.0,129.0,750,TLRD_180719_112913_B,773,750.0
TLRD,180719,112913,180921,C,30.0,750,0.400,Sell100% ,Spread              ,94906878,94906877,0.03,23.33,1.2,,,129.0,0.12,30.0,107.0,129.0,750,TLRD_180719_112913_A,1250,750.0
TPX,180719,101742,181221,C,70.0,800,1.300,Sell100% ,Spread              ,45636043,45636036,0.10,54.24,2.8,20180726,bmo,129.0,0.45,70.0,97.0,129.0,800,TPX_180719_101742_A,3750,1750.0
TPX,180719,101742,181221,C,55.0,800,5.600,Buy100%  ,Spread              ,45636039,45636043,0.45,54.24,2.8,20180726,bmo,101.0,0.45,70.0,97.0,129.0,800,TPX_180719_101742_B,3826,1750.0
TPX,180719,101742,180921,C,52.5,800,4.520,Sell95%  ,Spread              ,45636036,45636039,0.36,54.24,2.8,20180726,bmo,97.0,0.45,70.0,97.0,129.0,800,TPX_180719_101742_C,1710,-1525.0
TPX,180719,134258,180817,P,47.5,3500,1.070,Un0%     ,Spread              ,171853507,171853509,0.37,54.24,2.8,20180726,bmo,88.0,0.37,47.5,88.0,88.0,3500,TPX_180719_134258_A,1658,-2911.0
TRN,180719,115909,180720,P,34.0,3304,0.030,Buy20%   ,Spread              ,112066246,112066253,0.01,35.85,5.3,20180725,amc,95.0,0.43,34.0,84.0,95.0,3304,TRN_180719_115909_A,3462,0.0
TRN,180719,115909,181019,P,34.0,3304,1.300,Un0%     ,Spread              ,112066265,112066246,0.43,35.85,5.3,20180725,amc,95.0,0.43,34.0,84.0,95.0,3304,TRN_180719_115909_B,3400,3309.0
TRN,180719,115909,181019,P,30.0,3304,0.370,Sell6%   ,Spread              ,112066253,112066265,0.12,35.85,5.3,20180725,amc,84.0,0.43,34.0,84.0,95.0,3304,TRN_180719_115909_C,3405,3309.0
TXMD,180719,133801,180720,C,5.0,600,1.620,Sell6%   ,Spread              ,131098877,131098877,0.10,6.71,1.5,,,75.0,0.1,5.0,75.0,75.0,600,TXMD_180719_133801_A,639,-949.0
UAA,180719,95946,181019,C,15.0,320,6.750,Sell100% ,Spread              ,25888609,25888611,0.22,22.1,9.8,20180726,bmo,68.0,1.84,20.0,57.0,90.0,3428,UAA_180719_95946_B,2140,0.0
UAA,180719,95946,200117,C,20.0,3428,5.350,Buy55%   ,Spread              ,25888614,25888609,1.83,22.1,9.8,20180726,bmo,90.0,1.84,20.0,57.0,90.0,3428,UAA_180719_95946_A,5256,3436.0
UAA,180719,95946,190118,C,12.5,1994,9.250,Sell61%  ,Spread              ,25888611,25888614,1.84,22.1,9.8,20180726,bmo,57.0,1.84,20.0,57.0,90.0,3428,UAA_180719_95946_C,3682,0.0
VAR,180719,115500,180817,P,110.0,500,2.850,Buy100%  ,Spread              ,37205156,37205156,0.14,116.2,10.7,20180725,amc,95.0,0.14,115.0,90.0,99.0,500,VAR_180719_115500_C,82,0.0
VAR,180719,115500,180817,P,105.0,500,1.150,Buy100%  ,Spread              ,37205157,37205157,0.06,116.2,10.7,20180725,amc,90.0,0.14,115.0,90.0,99.0,500,VAR_180719_115500_E,550,517.0
VAR,180719,115500,180817,P,115.0,500,2.100,Sell100% ,Spread              ,37205155,37205155,0.11,116.2,10.7,20180725,amc,99.0,0.14,115.0,90.0,99.0,500,VAR_180719_115500_A,276,243.0
VAR,180719,121356,180817,P,105.0,500,0.900,Buy100%  ,Spread              ,41085142,41085140,0.05,116.2,10.7,20180725,amc,90.0,0.08,115.0,90.0,99.0,500,VAR_180719_121356_E,550,517.0
VAR,180719,121356,180817,P,115.0,250,2.300,Sell100% ,Spread              ,41085140,41085140,0.06,116.2,10.7,20180725,amc,99.0,0.08,115.0,90.0,99.0,500,VAR_180719_121356_A,276,243.0
VAR,180719,121356,180817,P,110.0,250,3.300,Buy100%  ,Spread              ,41085141,41085141,0.08,116.2,10.7,20180725,amc,95.0,0.08,115.0,90.0,99.0,500,VAR_180719_121356_C,82,0.0
VAR,180719,121911,180817,P,115.0,500,2.100,Sell100% ,Spread              ,37205155,37205156,0.11,116.2,10.7,20180725,amc,99.0,0.14,115.0,90.0,99.0,500,VAR_180719_121911_B,276,243.0
VAR,180719,121919,180817,P,110.0,500,2.850,Buy100%  ,Spread              ,37205156,37205157,0.14,116.2,10.7,20180725,amc,95.0,0.14,115.0,90.0,99.0,500,VAR_180719_121919_D,82,0.0
VAR,180719,121929,180817,P,105.0,500,1.150,Buy100%  ,Spread              ,37205157,37205155,0.06,116.2,10.7,20180725,amc,90.0,0.14,115.0,90.0,99.0,500,VAR_180719_121929_F,550,517.0
VAR,180719,124030,180817,P,115.0,250,2.300,Sell100% ,Spread              ,41085140,41085141,0.06,116.2,10.7,20180725,amc,99.0,0.08,115.0,90.0,99.0,500,VAR_180719_124030_B,276,243.0
VAR,180719,124045,180817,P,110.0,250,3.300,Buy100%  ,Spread              ,41085141,41085142,0.08,116.2,10.7,20180725,amc,95.0,0.08,115.0,90.0,99.0,500,VAR_180719_124045_D,82,0.0
VOD,180719,115018,190118,P,29.0,873,5.750,Sell81%  ,Spread              ,61866878,61866877,0.50,23.28,62.2,,,125.0,0.65,30.0,125.0,129.0,873,VOD_180719_115018_B,999,0.0
VOD,180719,115018,200117,P,30.0,873,7.450,Sell80%  ,Spread              ,61866877,61866878,0.65,23.28,62.2,,,129.0,0.65,30.0,125.0,129.0,873,VOD_180719_115018_A,129,0.0
VOD,180719,115025,200117,P,25.0,750,3.650,Sell33%  ,Spread              ,61911021,61911022,0.27,23.28,62.2,,,107.0,0.27,27.0,107.0,116.0,750,VOD_180719_115025_B,785,0.0
VOD,180719,115025,181019,P,27.0,750,3.650,Buy100%  ,Spread              ,61911022,61911021,0.27,23.28,62.2,,,116.0,0.27,27.0,107.0,116.0,750,VOD_180719_115025_A,1071,0.0
WMT,180719,151937,190118,P,80.0,500,1.860,Buy100%  ,BuyWrite            ,249665492,249665492,0.09,87.72,255.3,20180816,bmo,91.0,0.09,100.0,91.0,114.0,500,WMT_180719_151937_B,9293,832.0
WMT,180719,151937,190118,C,100.0,500,0.980,Sell100% ,BuyWrite            ,249665492,249665492,0.05,87.72,255.3,20180816,bmo,114.0,0.09,100.0,91.0,114.0,500,WMT_180719_151937_A,13209,991.0
YNDX,180719,113902,180817,C,30.0,1500,7.400,Un0%     ,BuyWrite            ,91269967,91269967,1.11,36.49,11.6,20180726,bmo,82.0,1.11,30.0,82.0,82.0,1500,YNDX_180719_113902_A,13096,0.0
YNDX,180719,113902,180817,P,30.0,1500,0.100,Un0%     ,BuyWrite            ,91269967,91269967,0.02,36.49,11.6,20180726,bmo,82.0,1.11,30.0,82.0,82.0,1500,YNDX_180719_113902_B,14218,0.0
