Symbol,StartDt,Duration,TotalUpRate,MeanUpRate,UpDuration,MeanDownRate,DownDuration,Up/Down_Rate,BullIndex
AAOI,20170110,141,3.408007197,0.042655475,79,-0.027278396,62,1.274193548,434
ESPR,20170124,132,3.132178669,0.049494578,72,-0.0294332,60,1.2,375
FIZZ,20170119,135,1.359782609,0.016997945,92,-0.015473115,43,2.139534884,290
WTW,20170104,145,1.985559567,0.028482464,85,-0.020192054,60,1.416666667,281
PBYI,20170509,59,1.960344828,0.050629702,34,-0.018547277,25,1.36,261
BZUN,20170105,144,1.79380531,0.030475623,84,-0.023702207,60,1.4,251
XENT,20170109,142,1.493670886,0.021974307,89,-0.018406029,53,1.679245283,250
HIIQ,20170328,88,1.06993007,0.025639002,61,-0.028658277,27,2.259259259,241
GNCMA,20170309,101,1.364201016,0.021976964,64,-0.010650678,37,1.72972973,235
SGMS,20170104,145,1.571428571,0.02288964,86,-0.016030959,59,1.457627119,229
STMP,20170413,76,0.996116505,0.024129604,53,-0.022261015,23,2.304347826,228
MOMO,20170104,145,1.43442623,0.025046431,89,-0.022385208,56,1.589285714,227
PETS,20170310,100,1.483904465,0.02422936,60,-0.012057843,40,1.5,222
EXAS,20170104,145,1.893363162,0.031988424,77,-0.018852144,68,1.132352941,214
PTLA,20170104,145,1.684487292,0.026140214,81,-0.01558166,64,1.265625,213
SHOP,20170104,145,1.269033162,0.020706317,90,-0.018063735,55,1.636363636,207
TRTN,20170104,145,1.124415888,0.021325049,93,-0.022463509,52,1.788461538,201
SEDG,20170207,122,1.243902439,0.021508002,75,-0.015902536,47,1.595744681,198
KITE,20170124,132,1.407536484,0.026163177,76,-0.018246242,56,1.357142857,191
W,20170104,145,1.198123934,0.02019109,89,-0.016996191,56,1.589285714,190
TREE,20170104,145,1.338078292,0.020321083,84,-0.013203673,61,1.37704918,184
TAL,20170104,145,1.196356557,0.017859151,88,-0.013142246,57,1.543859649,184
ALNY,20170131,127,1.209869848,0.026389945,75,-0.021393971,52,1.442307692,174
RH,20170208,121,1.352472089,0.034009907,68,-0.024850976,53,1.283018868,173
BGNE,20170109,142,1.324245375,0.024597035,80,-0.016655869,62,1.290322581,170
INDL,20170104,145,1.039837447,0.018752624,90,-0.017010773,55,1.636363636,170
CC,20170104,145,1.221960415,0.023167969,83,-0.017241395,62,1.338709677,163
VRTX,20170104,145,1.0567499,0.017772875,86,-0.012703031,59,1.457627119,154
ALGN,20170131,127,0.894420982,0.013979213,80,-0.009653588,47,1.70212766,152
ATHM,20170105,144,0.899255194,0.018005228,89,-0.016777416,55,1.618181818,145
CTRL,20170104,145,1.150283554,0.020801287,81,-0.013421745,64,1.265625,145
HTHT,20170110,141,1.031334583,0.021546759,82,-0.017114838,59,1.389830508,143
NRG,20170104,145,0.949593496,0.019207439,87,-0.016151249,58,1.5,142
GDEN,20170124,132,0.891917293,0.019559508,81,-0.017437557,51,1.588235294,141
LOXO,20170104,145,1.28115942,0.031509277,76,-0.020734129,69,1.101449275,141
AVXS,20170104,145,1.006136267,0.024684589,84,-0.021362392,61,1.37704918,138
PI,20170308,102,0.751461988,0.025648453,66,-0.029344098,36,1.833333333,137
IRBT,20170210,119,0.917854464,0.021359208,71,-0.016809634,48,1.479166667,135
OLED,20170120,134,1.089473684,0.022895647,74,-0.014722048,60,1.233333333,134
JKS,20170131,127,0.9296875,0.026223887,75,-0.023841618,52,1.442307692,134
LL,20170120,134,1.32345191,0.029284397,67,-0.014893499,67,1,132
JD,20170104,145,0.754474297,0.012629126,92,-0.010906542,53,1.735849057,130
ATVI,20170104,145,0.74685964,0.012155056,92,-0.01000874,53,1.735849057,129
FMI,20170104,145,1.04494382,0.026510282,80,-0.020414541,65,1.230769231,128
DRIP,20170105,144,1.01216545,0.041136556,80,-0.037605891,64,1.25,126
BCO,20170106,143,0.880145278,0.014462943,84,-0.009375772,59,1.423728814,125
MELI,20170104,145,0.81579928,0.014969593,87,-0.011598024,58,1.5,122
LABU,20170104,145,0.916536418,0.034312231,83,-0.03311805,62,1.338709677,122
WB,20170104,145,0.883995187,0.021371721,84,-0.017778536,61,1.37704918,121
CYOU,20170104,145,0.980055659,0.018660336,80,-0.011809656,65,1.230769231,120
HLT,20170104,145,1.267981015,0.025056219,70,-0.007461914,75,0.933333333,118
NVDA,20170417,75,0.743428631,0.022238707,46,-0.014899311,29,1.586206897,117
GASX,20170127,129,0.957962782,0.041125938,71,-0.036179403,58,1.224137931,117
EDC,20170104,145,0.830347349,0.019011601,85,-0.016237341,60,1.416666667,117
RACE,20170110,141,0.85895676,0.013405765,81,-0.007503921,60,1.35,115
FSLR,20170404,83,0.796429928,0.022546152,49,-0.014340023,34,1.441176471,114
HDB,20170104,145,0.661034133,0.009047122,92,-0.005954835,53,1.735849057,114
LVNTA,20170104,145,0.609756098,0.010181872,94,-0.00905709,51,1.843137255,112
WUBA,20170207,122,0.794642857,0.018206394,71,-0.013232485,51,1.392156863,110
SUPN,20170123,133,0.778251599,0.021135251,78,-0.018625792,55,1.418181818,110
SQ,20170104,145,0.826212889,0.017865299,83,-0.013531309,62,1.338709677,110
ANET,20170118,136,0.632664627,0.012357579,86,-0.010863451,50,1.72,108
TRVG,20170130,128,0.924460432,0.026976336,69,-0.019258873,59,1.169491525,108
BLQ,20170130,94,0.582701692,0.012499451,61,-0.008713805,33,1.848484848,107
TVTY,20170123,133,0.725,0.014661014,79,-0.010853219,54,1.462962963,106
TTD,20170104,145,1.023022651,0.029520014,74,-0.019363645,71,1.042253521,106
PEGA,20170105,144,0.695774648,0.013640548,87,-0.011086704,57,1.526315789,106
AXON,20170227,109,0.969283276,0.030680242,57,-0.019053344,52,1.096153846,106
OILU,20170622,29,0.473856209,0.038477199,22,-0.060068051,7,3.142857143,105
AKRX,20170131,127,0.831051479,0.014877691,71,-0.00739731,56,1.267857143,105
EURL,20170104,145,0.703758655,0.014654404,87,-0.012351006,58,1.5,105
NOVT,20170110,141,0.796650718,0.01588628,80,-0.010810677,61,1.31147541,104
SPDN,20170302,106,0.928819444,0.020506166,56,-0.003726633,50,1.12,104
NDRM,20170531,45,0.90617284,0.041402782,25,-0.016445337,20,1.25,104
TECK,20170619,32,0.451137885,0.019010532,24,-0.009561598,8,3,104
PRLB,20170405,82,0.516293279,0.014154349,55,-0.012878106,27,2.037037037,104
AMRI,20170324,90,0.660796325,0.016566108,55,-0.010669069,35,1.571428571,103
IAC,20170104,145,0.654655991,0.011268988,88,-0.008167699,57,1.543859649,101
TDOC,20170106,143,0.844512195,0.026061588,78,-0.020526416,65,1.2,101
GDOT,20170104,145,0.672450275,0.010646672,87,-0.006839913,58,1.5,100
NVMI,20170104,145,0.775075988,0.021258476,82,-0.017644087,63,1.301587302,100
NTRI,20170131,127,0.609302326,0.01940288,79,-0.020821483,48,1.645833333,100
WK,20170202,125,0.540322581,0.013280576,81,-0.014151022,44,1.840909091,99
TECL,20170104,145,0.6074348,0.013052263,90,-0.012301412,55,1.636363636,99
YY,20170105,144,0.944356955,0.022530636,74,-0.013716445,70,1.057142857,99
GBT,20170104,145,0.902097902,0.03483575,76,-0.027069706,69,1.101449275,99
CGNX,20170109,142,0.603857098,0.013001252,88,-0.011959168,54,1.62962963,98
VMIN,20170417,77,0.591355599,0.023645311,48,-0.021282769,29,1.655172414,97
EDU,20170104,145,0.814720812,0.019335795,79,-0.013498836,66,1.196969697,97
RNG,20170106,143,0.625882353,0.01515404,87,-0.014355064,56,1.553571429,97
TWOU,20170104,145,0.699189737,0.015074108,84,-0.011696412,61,1.37704918,96
TQQQ,20170113,138,0.566093994,0.013006914,87,-0.012944841,51,1.705882353,96
TTWO,20170104,145,0.81003657,0.014893761,79,-0.008434123,66,1.196969697,96
PAYC,20170202,125,0.579558388,0.013639062,78,-0.012404037,47,1.659574468,96
MMSI,20170131,127,0.672064777,0.015177543,75,-0.011573527,52,1.442307692,96
HOME,20170109,142,0.662518302,0.018545494,84,-0.017203009,58,1.448275862,95
BABA,20170104,145,0.730474041,0.012663922,82,-0.00746191,63,1.301587302,95
IPGP,20170109,142,0.677456647,0.013995411,83,-0.01051486,59,1.406779661,95
QDEL,20170127,129,0.704705246,0.01682553,74,-0.012010771,55,1.345454545,94
LITE,20170124,132,0.815406977,0.028922616,71,-0.022580028,61,1.163934426,94
EXEL,20170104,145,0.745417515,0.023816906,81,-0.020323227,64,1.265625,94
AAN,20170224,110,0.703194651,0.016397551,63,-0.009990975,47,1.340425532,94
LGIH,20170209,120,0.689416058,0.016723756,69,-0.011669045,51,1.352941176,93
OLLI,20170109,142,0.617594255,0.015153437,85,-0.013734301,57,1.49122807,92
FNFV,20170314,98,0.465811966,0.011620492,65,-0.010999236,33,1.96969697,91
SAFM,20170209,120,0.491140955,0.011127147,78,-0.010869258,42,1.857142857,91
DZK,20170104,145,0.583876575,0.012621109,88,-0.011093753,57,1.543859649,90
HRB,20170227,109,0.52319202,0.013049274,69,-0.011392502,40,1.725,90
BA,20170104,145,0.51780595,0.008676908,92,-0.006975735,53,1.735849057,89
KWEB,20170104,145,0.529144157,0.009509774,91,-0.007989145,54,1.685185185,89
SNC,20170214,117,0.621998451,0.013590126,69,-0.009125263,48,1.4375,89
BCOR,20170216,115,0.557093426,0.014379771,71,-0.012569643,44,1.613636364,89
NEFF,20170110,141,0.555555556,0.02178414,87,-0.025465813,54,1.611111111,89
ASR,20170120,134,0.58077009,0.015045502,81,-0.013908301,53,1.528301887,88
BPMC,20170104,145,0.65934636,0.023706313,83,-0.022452787,62,1.338709677,88
MOD,20170417,75,0.626213592,0.019619435,44,-0.011182413,31,1.419354839,88
FOXF,20170130,128,0.481335953,0.012541918,83,-0.013935044,45,1.844444444,88
INGN,20170120,134,0.554131054,0.01281737,82,-0.011407026,52,1.576923077,87
SOXL,20170106,143,0.632394868,0.025051494,83,-0.025203499,60,1.383333333,87
MZOR,20170127,129,0.759481517,0.027393697,69,-0.020847678,60,1.15,87
JOBS,20170104,145,0.497180172,0.011240392,92,-0.011569564,53,1.735849057,86
PRXL,20170417,75,0.432569558,0.009053475,50,-0.00346913,25,2,86
STM,20170109,142,0.609823911,0.017342795,83,-0.015783763,59,1.406779661,85
ATSG,20170124,132,0.648432288,0.016350321,75,-0.012140267,57,1.315789474,85
YINN,20170104,145,0.749198204,0.020938607,77,-0.014897177,68,1.132352941,84
BSET,20170327,89,0.496993988,0.018049751,56,-0.017575989,33,1.696969697,84
TNET,20170209,120,0.601153688,0.014211657,70,-0.009908013,50,1.4,84
APTI,20170406,81,0.581669691,0.018432395,48,-0.012348084,33,1.454545455,84
