Stock,EventD,OptionEX,C/P,Strike,Avg_Price,Volume,OIa,OI_Change,MillionD,Buy_%,Sell_%,ER_Date,ER_A/B,Div_Date,StockV,Rank,MaxD,Huge,OView
TSLA,180718,181019,P,260.0,11.529,667,219,636,0.733,91.60,6.00,20180801,amc,,323.85,125.0,2.575,1---1,Down
TSLA,180718,190118,C,380.0,22.823,512,3758,405,0.924,1.76,66.41,20180801,amc,,323.85,85.0,2.575,1---1,Down
TSLA,180718,190118,C,370.0,25.854,513,2453,382,0.988,36.45,47.37,20180801,amc,,323.85,88.0,2.575,1---1,Down
TSLA,180718,180817,C,350.0,9.3,1453,4145,1200,1.116,73.64,21.34,20180801,amc,,323.85,93.0,2.575,1---1,Up
TSLA,180718,181019,C,350.0,20.075,705,354,627,1.259,97.30,2.70,20180801,amc,,323.85,93.0,2.575,1---1,Up
TSLA,180718,180817,P,350.0,37.083,363,1941,348,1.29,1.93,56.47,20180801,amc,,323.85,93.0,2.575,1---1,Up
TSLA,180718,190315,C,380.0,29.011,1001,275,785,2.277,16.28,66.13,20180801,amc,,323.85,85.0,2.575,1---1,Down
TSLA,180718,190315,C,370.0,32.182,1000,617,800,2.575,45.10,54.90,20180801,amc,,323.85,88.0,2.575,1---1,Down
TTD,180718,180720,C,55.0,39.881,146,2557,-137,-0.546,100.00,0.00,20180808,amc,,95.18,173.0,0.546,1---1,Up
TTWO,180718,180921,C,130.0,6.921,551,1614,527,0.365,98.55,0.91,20180802,amc,,126.81,98.0,1.75,1---1,Up
TTWO,180718,190118,C,130.0,11.985,1899,1327,1460,1.75,27.70,72.25,20180802,amc,,126.81,98.0,1.75,1---1,Down
TWTR,180718,180921,C,43.0,4.017,1704,1910,843,0.339,62.27,24.88,20180727,bmo,,43.34,101.0,0.968,1---1,Up
TWTR,180718,200117,C,70.0,3.156,1623,827,1470,0.464,1.60,98.34,20180727,bmo,,43.34,62.0,0.968,1---1,Down
TWTR,180718,190118,P,35.0,2.113,2900,3511,2221,0.469,91.00,5.31,20180727,bmo,,43.34,124.0,0.968,1---1,Down
TWTR,180718,190118,P,43.0,5.597,951,454,916,0.513,1.05,98.95,20180727,bmo,,43.34,101.0,0.968,1---1,Up
TWTR,180718,180817,C,45.0,2.479,3902,9502,2164,0.536,52.38,45.77,20180727,bmo,,43.34,96.0,0.968,1---1,Up
TWTR,180718,180727,C,45.0,1.904,6658,4483,5083,0.968,67.36,30.62,20180727,bmo,,43.34,96.0,0.968,1---1,Up
TXT,180718,180817,C,65.0,1.62,3469,62,2928,0.474,25.05,73.36,20180718,bmo,,66.44,102.0,0.474,1---1,Down
UAA,180718,200117,P,20.0,3.268,971,6199,965,0.315,1.03,98.97,20180726,bmo,,21.81,109.0,0.315,1---1,Up
UAL,180718,180817,C,72.5,6.464,2188,2921,-1199,-0.775,46.62,46.53,20181016,amc,,79.0,109.0,1.032,1---1,Up
UAL,180718,180921,C,80.0,2.828,3930,3584,-1105,-0.313,86.31,11.04,20181016,amc,,79.0,99.0,1.032,1---1,Up
UAL,180718,181221,C,82.5,4.181,1094,78,1045,0.437,45.70,54.30,20181016,amc,,79.0,96.0,1.032,1---1,Down
UAL,180718,180921,C,82.5,1.889,3421,492,3103,0.586,72.99,25.64,20181016,amc,,79.0,96.0,1.032,1---1,Up
UAL,180718,190118,C,80.0,6.076,1493,2167,1318,0.801,16.54,83.46,20181016,amc,,79.0,99.0,1.032,1---1,Down
UAL,180718,180921,C,77.5,4.137,2927,983,2495,1.032,65.02,27.54,20181016,amc,,79.0,102.0,1.032,1---1,Up
UBNT,180718,190118,C,50.0,39.1,77,2034,-338,-1.322,15.58,81.82,20180801,bmo,,89.0,178.0,1.322,1---1,Down
ULTA,180718,180921,P,225.0,4.756,2831,934,2823,1.342,99.47,0.46,20180830,bmo,,250.64,111.0,1.659,1---1,Down
ULTA,180718,180921,P,230.0,5.886,2833,941,2818,1.659,85.81,12.35,20180830,bmo,,250.64,109.0,1.659,1---1,Down
UNH,180718,200117,C,260.0,27.335,682,1681,616,1.684,0.00,86.80,20181015,bmo,,255.42,98.0,1.684,1---1,Down
UNP,180718,180720,P,142.0,2.452,1851,990,1403,0.344,59.21,32.69,20180719,bmo,,141.25,99.0,0.354,1---1,Down
UNP,180718,180720,C,141.0,2.251,1931,627,1572,0.354,32.42,64.84,20180719,bmo,,141.25,100.0,0.354,1---1,Down
UPS,180718,180727,C,112.0,2.25,1697,1510,1507,0.339,57.34,40.60,20180725,bmo,,112.16,100.0,0.339,1---1,Up
URI,180718,180727,C,157.5,3.342,1063,40,1047,0.35,87.77,8.84,20180718,amc,,154.91,98.0,0.41,1---1,Up
URI,180718,190118,C,160.0,13.374,318,199,289,0.387,96.23,3.77,20180718,amc,,154.91,97.0,0.41,1---1,Up
URI,180718,181221,C,130.0,30.13,136,2,136,0.41,1.47,83.09,20180718,amc,,154.91,119.0,0.41,1---1,Down
USO,180718,180817,C,14.0,0.441,1841,110814,-25513,-1.126,30.26,66.97,,,,14.1,101.0,1.126,1---1,Down
USO,180718,181019,P,14.0,0.767,7191,36244,-7101,-0.544,99.30,0.67,,,,14.1,101.0,1.126,1---1,Down
UTX,180718,180720,C,125.0,7.142,714,8369,-686,-0.49,98.60,1.40,20180724,bmo,20180816.0,131.69,105.0,0.49,1---1,Up
UTX,180718,181116,C,130.0,6.965,712,1557,680,0.474,0.70,74.58,20180724,bmo,20180816.0,131.69,101.0,0.49,1---1,Down
V,180718,180720,C,137.0,3.738,4105,5707,-3186,-1.191,98.90,0.93,20180725,amc,,140.9,103.0,1.689,1---1,Up
V,180718,180720,C,140.0,1.103,7310,24571,-4299,-0.474,89.51,6.94,20180725,amc,,140.9,101.0,1.689,1---1,Up
V,180718,180921,C,145.0,2.667,9863,5705,6331,1.689,63.34,28.28,20180725,amc,,140.9,97.0,1.689,1---1,Up
W,180718,180817,P,115.0,5.65,2,4411,-1540,-0.87,0.00,0.00,20180802,bmo,,124.25,108.0,0.87,1---1,Unknow
WB,180718,180720,P,100.0,10.568,17,1766,-940,-0.993,17.65,58.82,20180807,bmo,,89.51,90.0,1.122,1---1,Up
WB,180718,181019,P,90.0,7.46,1516,939,1504,1.122,0.46,99.08,20180807,bmo,,89.51,99.0,1.122,1---1,Up
WBA,180718,180803,C,68.5,0.551,9508,189,6167,0.34,67.88,22.38,20181023,bmo,20180817.0,66.16,97.0,0.34,1---1,Up
WDAY,180718,180720,C,130.0,3.321,4011,4387,-4001,-1.329,0.12,99.88,20180828,amc,,133.19,102.0,2.541,1---1,Down
WDAY,180718,180727,P,130.0,1.219,7460,49,2497,0.304,94.64,5.36,20180828,amc,,133.19,102.0,2.541,1---1,Down
WDAY,180718,180817,P,130.0,3.05,4023,729,3825,1.167,0.50,99.43,20180828,amc,,133.19,102.0,2.541,1---1,Up
WDAY,180718,180817,C,130.0,6.288,4137,819,4042,2.541,2.92,96.69,20180828,amc,,133.19,102.0,2.541,1---1,Down
WFC,180718,180720,C,55.0,1.52,5523,82942,-2250,-0.342,78.87,16.95,20181012,bmo,,56.57,103.0,0.543,1---1,Up
WFC,180718,180727,C,57.5,0.274,20565,608,19769,0.543,98.30,0.38,20181012,bmo,,56.57,98.0,0.543,1---1,Up
WH,180718,180817,P,55.0,1.238,3026,11,3010,0.373,0.53,99.41,20180801,bmo,,59.01,107.0,0.608,1---1,Up
WH,180718,180817,C,60.0,2.019,3025,14,3011,0.608,99.60,0.40,20180801,bmo,,59.01,98.0,0.608,1---1,Up
WMT,180718,180817,C,90.0,1.307,10430,26116,-5019,-0.656,73.30,12.37,20180816,bmo,,88.07,98.0,1.001,1---1,Up
WMT,180718,180921,C,92.5,1.101,9840,9806,9096,1.001,2.63,89.19,20180816,bmo,,88.07,95.0,1.001,1---1,Down
WRD,180718,181116,C,25.0,1.853,2383,303,2332,0.432,0.76,99.24,20180807,amc,,22.77,91.0,0.432,1---1,Down
WYNN,180718,180720,P,175.0,10.996,46,1333,-894,-0.983,28.26,69.57,20180801,amc,,164.95,94.0,0.983,1---1,Up
WYNN,180718,180727,C,165.0,4.596,882,162,861,0.396,95.01,1.81,20180801,amc,,164.95,100.0,0.983,1---1,Up
X,180718,181019,C,36.0,3.611,1473,2287,-948,-0.342,14.05,73.05,20180801,amc,,37.77,105.0,0.342,1---1,Down
X,180718,180921,C,37.0,2.902,1297,645,1105,0.321,93.22,4.01,20180801,amc,,37.77,102.0,0.342,1---1,Up
XAU,180718,180817,P,77.5,0.945,10103,135,9865,0.933,0.20,99.80,,,,,,0.933,1---1,Up
XLE,180718,180921,C,77.0,1.419,5194,6441,4319,0.613,26.80,73.12,,,,75.13,98.0,0.613,1---1,Down
XLK,180718,180810,C,70.0,3.149,2482,8172,-1089,-0.343,61.76,31.71,,,,72.79,104.0,0.343,1---1,Up
XOM,180718,180720,P,85.0,3.025,134,5992,-3788,-1.146,70.90,29.10,20180727,bmo,,82.22,97.0,1.146,1---1,Down
XPO,180718,181116,C,105.0,7.16,1519,179,1505,1.078,99.41,0.46,20180801,amc,,101.68,97.0,1.078,1---1,Up
XRT,180718,180921,C,53.0,0.412,20009,843,20007,0.824,0.03,99.97,,,,50.08,94.0,1.045,1---1,Down
XRT,180718,180921,C,51.0,1.045,10242,27740,10001,1.045,98.60,1.28,,,,50.08,98.0,1.045,1---1,Up
YNDX,180718,180817,C,30.0,8.4,2000,16096,-3000,-2.52,100.00,0.00,20180726,bmo,,38.06,127.0,2.52,1---1,Up
YNDX,180718,180817,C,35.0,3.683,7995,11636,-1840,-0.678,32.18,64.18,20180726,bmo,,38.06,109.0,2.52,1---1,Down
YUMC,180718,190118,P,35.0,2.12,1500,7479,1500,0.318,0.00,100.00,20180801,amc,,36.81,105.0,0.318,1---1,Up
ZUO,180718,181221,P,30.0,7.263,1045,822,510,0.37,56.46,24.02,,,,27.18,91.0,0.37,1---1,Down
