Stock,EventD,OptionEX,C/P,Strike,Avg_Price,Volume,OIa,OI_Change,MillionD,Buy_%,Sell_%,ER_Date,ER_A/B,Div_Date,StockV,Rank,MaxD,Huge,OView
BRKB,180718,200117,C,220.0,12.243,4911,10298,4826,5.909,85.91,12.05,,,,,,28.839,1---1,Up
BRKB,180718,200117,C,150.0,60.081,4849,12407,4800,28.839,94.31,5.65,,,,,,28.839,1---1,Up
BSX,180718,180817,C,34.0,1.327,11804,2143,10466,1.389,88.76,8.86,20180725,bmo,,33.74,99.0,1.389,1---1,Up
BUD,180718,180817,C,100.0,4.393,4287,11185,-3825,-1.68,1.77,95.17,,,,102.48,102.0,1.68,1---1,Down
BUD,180718,180817,C,105.0,1.653,4145,7734,-2183,-0.361,2.63,97.23,,,,102.48,98.0,1.68,1---1,Down
BX,180718,180720,C,34.0,2.246,4562,12136,-2601,-0.584,96.12,3.88,20180719,bmo,,36.23,107.0,0.584,1---1,Up
BYD,180718,180817,C,40.0,0.796,6438,439,6125,0.487,6.31,0.50,20180726,amc,,37.91,95.0,0.487,1---1,Up
C,180718,200619,C,60.0,14.925,225,327,225,0.336,11.11,88.89,20181012,bmo,,69.85,116.0,0.336,1---1,Down
CAT,180718,180720,C,135.0,5.497,2636,1615,-1536,-0.844,15.52,14.76,20180730,bmo,20180719.0,141.12,105.0,0.844,1---1,Up
CAT,180718,180817,C,115.0,25.871,420,218,-217,-0.561,21.43,50.00,20180730,bmo,20180719.0,141.12,123.0,0.844,1---1,Down
CCK,180718,180720,C,45.0,1.182,4884,3107,4475,0.529,93.47,5.59,20180718,amc,,45.12,100.0,0.529,1---1,Up
CELG,180718,180720,C,80.0,5.771,334,37306,-1119,-0.646,73.05,24.25,20180726,bmo,,85.78,107.0,0.646,1---1,Up
CI,180718,180817,C,175.0,6.737,2827,3418,-497,-0.335,23.91,75.80,20180802,bmo,,177.75,102.0,0.59,1---1,Down
CI,180718,180720,C,175.0,2.824,3629,7817,1144,0.323,56.88,37.53,20180802,bmo,,177.75,102.0,0.59,1---1,Up
CI,180718,180817,C,180.0,4.383,2138,2935,1345,0.59,49.77,39.94,20180802,bmo,,177.75,99.0,0.59,1---1,Up
CLX,180718,180817,P,125.0,1.887,2112,251,1881,0.355,1.99,88.49,20180802,bmo,20180731.0,129.53,104.0,0.738,1---1,Up
CLX,180718,180817,P,130.0,3.923,2081,241,1881,0.738,75.73,24.27,20180802,bmo,20180731.0,129.53,100.0,0.738,1---1,Down
CMCSA,180718,180817,P,32.5,0.497,22716,17580,19677,0.979,3.10,19.23,20180726,bmo,,34.04,105.0,0.979,1---1,Up
COG,180718,200117,C,23.0,4.48,892,64,866,0.388,68.16,31.84,20180727,bmo,,23.94,104.0,0.388,1---1,Up
COP,180718,180803,C,71.0,1.098,89,8816,-3667,-0.403,19.10,52.81,20180726,bmo,,70.35,99.0,0.403,1---1,Down
COST,180718,181019,P,200.0,2.85,1210,843,1210,0.345,99.50,0.50,20181004,amc,,214.97,107.0,0.667,1---1,Down
COST,180718,181019,C,220.0,5.565,1280,782,1198,0.667,4.30,95.16,20181004,amc,,214.97,98.0,0.667,1---1,Down
CPB,180718,180817,P,38.0,0.641,5195,1687,5102,0.327,0.17,99.60,20180829,bmo,,40.17,106.0,1.28,1---1,Up
CPB,180718,181116,C,42.0,2.56,5017,5398,5001,1.28,99.66,0.34,20180829,bmo,,40.17,96.0,1.28,1---1,Up
CRM,180718,180720,C,135.0,12.357,303,6326,-244,-0.302,70.63,5.94,20180820,amc,,147.84,110.0,0.319,1---1,Up
CRM,180718,181116,P,140.0,5.418,1013,820,589,0.319,0.00,100.00,20180820,amc,,147.84,106.0,0.319,1---1,Up
CSCO,180718,180817,C,43.0,0.932,7925,6712,6370,0.594,77.59,22.40,20180815,amc,,42.21,98.0,0.611,1---1,Up
CSCO,180718,180817,P,43.0,1.526,6034,3668,4007,0.611,99.49,0.35,20180815,amc,,42.21,98.0,0.611,1---1,Down
CSX,180718,181116,C,70.0,2.601,1691,1545,1189,0.309,42.05,53.28,20181015,amc,,69.0,99.0,0.496,1---1,Down
CSX,180718,200117,C,65.0,10.425,477,41,476,0.496,0.42,99.58,20181015,amc,,69.0,106.0,0.496,1---1,Down
CTAS,180718,180817,C,195.0,4.797,1042,213,1005,0.482,99.62,0.38,20180719,amc,,192.53,99.0,0.482,1---1,Up
CVNA,180718,181116,C,45.0,7.824,2040,183,1944,1.521,1.86,98.14,20180808,amc,,46.83,104.0,1.521,1---1,Down
CZR,180718,190118,P,10.0,0.6,10000,5770,9625,0.578,0.00,100.00,20180801,amc,,11.5,115.0,0.818,1---1,Up
CZR,180718,190118,C,12.0,1.23,6652,5597,6652,0.818,100.00,0.00,20180801,amc,,11.5,96.0,0.818,1---1,Up
D,180718,181019,C,75.0,0.607,10116,5266,9391,0.57,0.05,99.95,20180801,bmo,,69.95,93.0,0.57,1---1,Down
DAL,180718,180720,C,52.0,1.074,13555,13311,-9311,-1.0,33.50,64.95,20181009,bmo,20180725.0,52.8,102.0,1.0,1---1,Down
DAL,180718,190118,C,55.0,2.863,2508,12116,2052,0.587,92.50,7.02,20181009,bmo,20180725.0,52.8,96.0,1.0,1---1,Up
DB,180718,200117,C,10.0,3.382,999,4205,913,0.309,94.39,0.10,,,,12.08,121.0,0.309,1---1,Up
DIN,180718,180921,P,70.0,4.589,1051,1701,-974,-0.447,0.00,100.00,20180801,bmo,,70.37,101.0,0.447,1---1,Up
DIOD,180718,180921,C,35.0,3.833,1515,141,1414,0.542,9.17,87.13,20180807,amc,,37.78,108.0,0.542,1---1,Down
DIS,180718,180921,C,110.0,4.021,2010,13444,-1352,-0.544,19.20,79.25,20180807,amc,,110.69,101.0,0.564,1---1,Down
DIS,180718,180727,C,111.0,1.318,8742,3524,4281,0.564,72.74,21.37,20180807,amc,,110.69,100.0,0.564,1---1,Up
DLTR,180718,180720,C,85.0,1.324,412,9650,-4042,-0.535,45.15,25.97,20180822,bmo,,86.63,102.0,0.535,1---1,Up
DPZ,180718,181221,C,280.0,24.033,138,318,-138,-0.332,100.00,0.00,20180719,bmo,,283.68,101.0,1.054,1---1,Up
DPZ,180718,181221,C,240.0,51.995,75,4,72,0.374,17.33,29.33,20180719,bmo,,283.68,118.0,1.054,1---1,Down
DPZ,180718,180720,C,300.0,2.142,3578,190,3030,0.649,4.42,95.03,20180719,bmo,,283.68,95.0,1.054,1---1,Down
DPZ,180718,180720,C,290.0,5.259,2432,345,2004,1.054,48.52,49.51,20180719,bmo,,283.68,98.0,1.054,1---1,Down
DUK,180718,180720,C,75.0,5.336,611,3587,-566,-0.302,1.64,98.36,20180802,bmo,20180816.0,80.44,107.0,0.525,1---1,Down
DUK,180718,190118,C,82.5,2.1,2500,4862,2500,0.525,100.00,0.00,20180802,bmo,20180816.0,80.44,98.0,0.525,1---1,Up
EA,180718,200117,C,150.0,24.7,751,453,750,1.853,99.87,0.13,20180726,amc,,148.93,99.0,1.853,1---1,Up
EBAY,180718,180720,C,40.0,0.466,13169,2798,8694,0.405,76.34,22.33,20180718,amc,,37.95,95.0,0.443,1---1,Up
EBAY,180718,180720,P,38.0,1.211,7243,3904,3662,0.443,62.09,33.49,20180718,amc,,37.95,100.0,0.443,1---1,Down
EDU,180718,180817,C,95.0,5.741,4334,7465,-1345,-0.772,17.74,69.73,20180724,bmo,,97.09,102.0,0.772,1---1,Down
EFA,180718,180817,P,68.0,0.731,7253,43037,-7649,-0.559,41.61,48.64,,,,67.89,100.0,1.764,1---1,Up
EFA,180718,180921,P,66.0,0.68,25947,70218,25936,1.764,100.00,0.00,,,,67.89,103.0,1.764,1---1,Down
EFX,180718,180720,C,110.0,15.95,2200,2441,-2200,-3.509,70.00,30.00,20180725,amc,,126.2,115.0,3.509,1---1,Up
ESRX,180718,190118,P,75.0,5.502,891,38421,786,0.432,92.93,5.84,20180801,amc,,77.89,104.0,1.653,1---1,Down
ESRX,180718,190118,P,65.0,2.895,2565,15054,4953,1.434,1.91,97.89,20180801,amc,,77.89,120.0,1.653,1---1,Up
ESRX,180718,181116,P,70.0,3.0,5000,2371,5000,1.5,100.00,0.00,20180801,amc,,77.89,111.0,1.653,1---1,Down
ESRX,180718,190118,P,67.5,3.293,2522,7531,5021,1.653,0.87,99.13,20180801,amc,,77.89,115.0,1.653,1---1,Up
ETFC,180718,180817,C,65.0,1.258,3682,2658,3354,0.422,33.65,63.44,20180719,amc,,63.13,97.0,0.422,1---1,Down
F,180718,180720,P,12.0,1.295,35269,44138,-33122,-4.291,0.62,99.32,20180725,amc,,10.87,91.0,4.655,1---1,Up
F,180718,180817,P,12.0,1.321,35235,21841,35224,4.655,99.39,0.61,20180725,amc,,10.87,91.0,4.655,1---1,Down
FB,180718,190118,C,200.0,23.419,2911,20394,-1808,-4.234,58.98,39.51,20180725,amc,,209.36,105.0,9.456,1---1,Up
FB,180718,190118,C,185.0,33.861,761,11797,-758,-2.567,24.05,35.48,20180725,amc,,209.36,113.0,9.456,1---1,Down
FB,180718,181221,C,230.0,8.038,3235,7418,-2274,-1.828,12.15,87.76,20180725,amc,,209.36,91.0,9.456,1---1,Down
FB,180718,190118,C,225.0,10.859,2748,6870,-1678,-1.822,72.20,23.11,20180725,amc,,209.36,93.0,9.456,1---1,Up
FB,180718,181221,C,190.0,28.784,1168,2620,-411,-1.183,2.48,97.26,20180725,amc,,209.36,110.0,9.456,1---1,Down
FB,180718,180720,C,200.0,9.929,2698,33701,-1122,-1.114,65.97,33.43,20180725,amc,,209.36,105.0,9.456,1---1,Up
FB,180718,190118,C,240.0,6.313,2785,10571,-1630,-1.029,7.83,62.94,20180725,amc,,209.36,87.0,9.456,1---1,Down
FB,180718,180720,P,220.0,10.417,990,961,-925,-0.964,53.13,41.82,20180725,amc,,209.36,95.0,9.456,1---1,Down
FB,180718,180720,C,185.0,24.997,451,19995,-280,-0.7,51.22,31.71,20180725,amc,,209.36,113.0,9.456,1---1,Up
FB,180718,180720,C,180.0,29.978,458,15248,-182,-0.546,27.95,39.52,20180725,amc,,209.36,116.0,9.456,1---1,Down
FB,180718,191220,C,130.0,88.052,92,96,-45,-0.396,33.70,55.43,20180725,amc,,209.36,161.0,9.456,1---1,Down
FB,180718,180720,P,217.5,7.569,1218,907,-448,-0.339,77.01,4.93,20180725,amc,,209.36,96.0,9.456,1---1,Down
FB,180718,180720,C,170.0,40.147,143,5855,-78,-0.313,51.05,44.76,20180725,amc,,209.36,123.0,9.456,1---1,Up
FB,180718,180727,C,210.0,5.907,4779,9105,510,0.301,65.39,27.96,20180725,amc,,209.36,100.0,9.456,1---1,Up
FB,180718,180720,P,230.0,19.354,1004,3,168,0.325,44.12,33.47,20180725,amc,,209.36,91.0,9.456,1---1,Down
FB,180718,180720,P,212.5,2.848,2495,1158,1221,0.348,37.52,52.34,20180725,amc,,209.36,99.0,9.456,1---1,Up
FB,180718,200117,C,200.0,38.886,107,10088,90,0.35,0.00,100.00,20180725,amc,,209.36,105.0,9.456,1---1,Down
FB,180718,180817,P,210.0,7.167,864,2189,514,0.368,67.36,17.82,20180725,amc,,209.36,100.0,9.456,1---1,Down
FB,180718,181019,C,230.0,4.198,1395,9035,918,0.385,62.58,36.92,20180725,amc,,209.36,91.0,9.456,1---1,Up
FB,180718,180727,P,197.5,1.65,2576,1938,2331,0.385,17.59,79.66,20180725,amc,,209.36,106.0,9.456,1---1,Up
FB,180718,180727,C,215.0,3.706,1739,7407,1056,0.391,20.24,55.89,20180725,amc,,209.36,97.0,9.456,1---1,Down
FB,180718,181019,P,245.0,35.462,124,13,112,0.397,75.81,21.77,20180725,amc,,209.36,85.0,9.456,1---1,Down
FB,180718,190118,P,260.0,50.659,163,384,81,0.41,84.05,7.98,20180725,amc,,209.36,81.0,9.456,1---1,Down
FB,180718,180921,P,220.0,14.844,323,564,308,0.457,4.64,95.36,20180725,amc,,209.36,95.0,9.456,1---1,Up
FB,180718,190118,C,250.0,4.319,2025,9083,1065,0.46,78.52,3.06,20180725,amc,,209.36,84.0,9.456,1---1,Up
FB,180718,180727,P,210.0,5.873,1522,822,1009,0.593,29.24,39.55,20180725,amc,,209.36,100.0,9.456,1---1,Up
FB,180718,180727,C,220.0,2.008,3190,4688,3145,0.632,43.64,47.71,20180725,amc,,209.36,95.0,9.456,1---1,Down
FB,180718,190621,C,210.0,25.173,533,1192,415,1.045,92.87,3.19,20180725,amc,,209.36,100.0,9.456,1---1,Up
FB,180718,200117,C,210.0,33.873,414,2619,372,1.26,3.38,96.38,20180725,amc,,209.36,100.0,9.456,1---1,Down
FB,180718,190621,C,90.0,122.436,236,156,118,1.445,32.63,67.37,20180725,amc,,209.36,233.0,9.456,1---1,Down
FB,180718,190118,C,205.0,20.242,2094,6869,732,1.482,40.74,57.40,20180725,amc,,209.36,102.0,9.456,1---1,Down
FB,180718,181221,C,240.0,5.385,3045,1176,2836,1.527,0.76,91.43,20180725,amc,,209.36,87.0,9.456,1---1,Down
FB,180718,190118,C,230.0,9.14,2140,12850,1683,1.538,24.16,75.70,20180725,amc,,209.36,91.0,9.456,1---1,Down
FB,180718,181221,C,200.0,22.034,1401,1597,978,2.155,12.92,80.51,20180725,amc,,209.36,105.0,9.456,1---1,Down
FB,180718,180817,P,200.0,3.561,8064,31125,6644,2.366,16.62,1.56,20180725,amc,,209.36,105.0,9.456,1---1,Down
FB,180718,180727,C,180.0,30.333,7053,1580,1614,4.896,50.91,40.29,20180725,amc,,209.36,116.0,9.456,1---1,Up
FB,180718,180817,C,200.0,13.704,9238,41128,6900,9.456,74.47,24.70,20180725,amc,,209.36,105.0,9.456,1---1,Up
FDC,180718,190118,C,23.0,1.888,2502,239,2500,0.472,0.08,99.92,20180730,bmo,,22.74,99.0,0.472,1---1,Down
FDX,180718,180720,C,220.0,15.747,690,1001,-365,-0.575,64.35,31.30,20180917,amc,,236.19,107.0,1.084,1---1,Up
FDX,180718,180727,C,220.0,16.254,689,35,667,1.084,39.77,56.89,20180917,amc,,236.19,107.0,1.084,1---1,Down
GE,180718,190118,C,13.0,1.518,2356,76473,2252,0.342,65.96,29.71,20180720,bmo,,13.75,106.0,0.918,1---1,Up
GE,180718,190118,P,16.0,2.6,13000,7910,2569,0.668,100.00,0.00,20180720,bmo,,13.75,86.0,0.918,1---1,Down
GE,180718,180921,C,15.0,0.235,41792,74166,39019,0.918,1.66,98.32,20180720,bmo,,13.75,92.0,0.918,1---1,Down
GGP,180718,180817,C,25.0,3.583,90000,50,30000,10.75,66.67,33.33,20180731,bmo,,20.43,82.0,10.75,1---1,Up
GILD,180718,180720,C,75.0,2.315,3170,35359,-2229,-0.516,59.75,39.05,20180725,amc,,77.12,103.0,2.585,1---1,Up
GILD,180718,181116,C,72.5,7.499,4460,543,3447,2.585,42.22,47.29,20180725,amc,,77.12,106.0,2.585,1---1,Down
GLD,180718,180720,P,121.0,4.969,153,3655,-1398,-0.695,11.76,88.24,,,,116.31,96.0,3.196,1---1,Up
GLD,180718,180817,C,117.0,1.107,4584,4365,3466,0.384,85.71,9.82,,,,116.31,99.0,3.196,1---1,Up
GLD,180718,180817,C,115.0,2.254,3098,982,1925,0.434,79.66,19.59,,,,116.31,101.0,3.196,1---1,Up
GLD,180718,180921,C,119.0,1.111,7816,2509,5096,0.566,8.52,70.27,,,,116.31,98.0,3.196,1---1,Down
GLD,180718,180921,C,117.0,1.885,8137,3689,6870,1.295,74.11,4.76,,,,116.31,99.0,3.196,1---1,Up
GLD,180718,180817,C,116.0,1.569,24789,2076,20374,3.196,60.21,28.75,,,,116.31,100.0,3.196,1---1,Up
GLUU,180718,190118,C,6.0,1.051,5007,5179,4994,0.525,50.07,49.93,20180731,amc,,6.3,105.0,0.525,1---1,Up
GLW,180718,180817,C,25.0,4.392,1439,5305,-849,-0.373,86.80,11.19,20180725,bmo,,29.45,118.0,0.373,1---1,Up
GM,180718,180720,P,41.0,0.951,11059,18373,-5935,-0.564,99.30,0.70,20180725,bmo,,39.87,97.0,1.674,1---1,Down
GM,180718,180817,P,38.0,0.474,7617,6187,7103,0.336,46.24,53.60,20180725,bmo,,39.87,105.0,1.674,1---1,Up
GM,180718,180921,C,42.0,0.914,5034,3462,4268,0.39,83.35,16.49,20180725,bmo,,39.87,95.0,1.674,1---1,Up
GM,180718,190118,P,40.0,2.83,2517,42864,2493,0.706,99.40,0.60,20180725,bmo,,39.87,100.0,1.674,1---1,Down
GM,180718,180817,P,41.0,1.774,11079,3915,9437,1.674,0.08,99.65,20180725,bmo,,39.87,97.0,1.674,1---1,Up
GOOG,180718,180817,C,1140.0,75.067,3,1034,-362,-2.717,33.33,66.67,,,,1195.88,105.0,2.717,1---1,Down
GOOG,180718,180720,C,1170.0,30.463,437,811,-147,-0.448,83.30,16.25,,,,1195.88,102.0,2.717,1---1,Up
GOOG,180718,180720,C,1140.0,57.408,79,442,-58,-0.333,68.35,31.65,,,,1195.88,105.0,2.717,1---1,Up
GOOG,180718,180720,C,1205.0,5.737,1620,465,659,0.378,44.01,38.21,,,,1195.88,99.0,2.717,1---1,Up
GOOG,180718,180824,C,1210.0,35.067,382,22,345,1.21,97.91,1.83,,,,1195.88,99.0,2.717,1---1,Up
GOOGL,180718,180817,C,1135.0,92.439,1499,2199,-658,-6.082,54.77,37.96,20180723,amc,,1212.91,107.0,6.082,1---1,Up
GOOGL,180718,180720,C,1000.0,212.582,104,302,-89,-1.892,99.04,0.96,20180723,amc,,1212.91,121.0,6.082,1---1,Up
GOOGL,180718,180817,C,1000.0,219.292,200,609,-43,-0.943,50.00,40.00,20180723,amc,,1212.91,121.0,6.082,1---1,Up
GOOGL,180718,180720,C,1180.0,36.09,944,3783,-207,-0.747,86.65,10.49,20180723,amc,,1212.91,103.0,6.082,1---1,Up
GOOGL,180718,190118,C,1200.0,94.331,82,2416,-52,-0.491,57.32,35.37,20180723,amc,,1212.91,101.0,6.082,1---1,Up
GOOGL,180718,180921,C,1200.0,56.981,108,1336,-76,-0.433,63.89,36.11,20180723,amc,,1212.91,101.0,6.082,1---1,Up
GOOGL,180718,180817,C,1100.0,123.559,30,668,-26,-0.321,20.00,80.00,20180723,amc,,1212.91,110.0,6.082,1---1,Down
GOOGL,180718,180720,C,1200.0,17.292,952,2591,-185,-0.32,50.11,46.22,20180723,amc,,1212.91,101.0,6.082,1---1,Up
GOOGL,180718,180720,P,1217.5,8.381,556,66,385,0.323,74.46,16.55,20180723,amc,,1212.91,100.0,6.082,1---1,Down
GOOGL,180718,180720,C,1220.0,5.677,8994,2392,625,0.355,46.63,46.53,20180723,amc,,1212.91,99.0,6.082,1---1,Up
GOOGL,180718,180720,P,1215.0,7.433,776,93,505,0.375,59.66,17.65,20180723,amc,,1212.91,100.0,6.082,1---1,Down
GOOGL,180718,180720,C,1202.5,14.922,463,737,358,0.534,83.80,16.20,20180723,amc,,1212.91,101.0,6.082,1---1,Up
GOOGL,180718,180720,C,1205.0,13.575,744,921,393,0.534,28.63,69.76,20180723,amc,,1212.91,101.0,6.082,1---1,Down
GPC,180718,180727,C,93.5,1.85,3002,3053,-2648,-0.49,0.07,99.93,20180719,bmo,,94.63,101.0,0.49,1---1,Down
GWW,180718,180720,C,335.0,4.247,1787,1579,-831,-0.353,32.57,64.80,20180718,bmo,,338.99,101.0,0.386,1---1,Down
GWW,180718,180720,C,332.5,5.799,1016,205,666,0.386,56.59,41.73,20180718,bmo,,338.99,102.0,0.386,1---1,Up
HAL,180718,180921,P,45.0,2.24,2108,6185,2037,0.456,31.45,68.55,20180723,bmo,,44.8,100.0,0.456,1---1,Up
HLT,180718,180817,C,85.0,1.37,11547,1185,9509,1.303,86.65,11.69,20180725,bmo,,82.96,98.0,1.303,1---1,Up
HTZ,180718,200117,P,12.5,3.393,1061,17245,1060,0.36,0.00,100.00,20180806,amc,,13.69,110.0,0.36,1---1,Up
HUYA,180718,190118,C,17.5,22.029,369,680,-462,-1.018,12.47,87.53,,,,38.73,221.0,1.018,1---1,Down
HUYA,180718,190118,P,35.0,6.972,816,5600,-586,-0.409,21.45,46.81,,,,38.73,111.0,1.018,1---1,Up
HUYA,180718,190118,C,30.0,10.145,1627,9332,-357,-0.362,34.36,46.83,,,,38.73,129.0,1.018,1---1,Down
HYG,180718,180921,P,81.0,0.205,17510,109914,17510,0.359,0.06,99.94,,,,85.62,106.0,0.871,1---1,Up
HYG,180718,180921,P,86.0,1.522,5401,1297,5250,0.799,5.59,1.57,,,,85.62,100.0,0.871,1---1,Down
HYG,180718,180921,P,83.0,0.405,35007,52699,21505,0.871,71.42,28.58,,,,85.62,103.0,0.871,1---1,Down
IBB,180718,180817,P,117.0,1.882,1934,74,1757,0.331,41.68,51.40,,,,118.23,101.0,0.331,1---1,Up
IBM,180718,180720,C,145.0,2.468,9548,25686,-1396,-0.345,46.41,45.58,20180718,amc,,144.52,100.0,1.388,1---1,Up
IBM,180718,180727,P,140.0,1.739,2094,800,1768,0.307,53.39,31.04,20180718,amc,,144.52,103.0,1.388,1---1,Down
IBM,180718,200117,P,135.0,11.282,518,1318,300,0.338,45.56,38.03,20180718,amc,,144.52,107.0,1.388,1---1,Down
IBM,180718,180720,C,120.0,23.34,422,65,212,0.495,49.76,50.24,20180718,amc,,144.52,120.0,1.388,1---1,Down
IBM,180718,180720,C,144.0,3.197,3161,1109,1660,0.531,49.45,45.30,20180718,amc,,144.52,100.0,1.388,1---1,Up
IBM,180718,180817,C,150.0,1.517,6248,5944,3742,0.568,73.16,23.74,20180718,amc,,144.52,96.0,1.388,1---1,Up
IBM,180718,180831,C,150.0,1.668,5021,3,5014,0.837,99.76,0.20,20180718,amc,,144.52,96.0,1.388,1---1,Up
IBM,180718,190621,P,145.0,12.514,1111,1343,1109,1.388,91.00,9.00,20180718,amc,,144.52,100.0,1.388,1---1,Down
IQ,180718,180720,C,30.0,6.569,274,5332,-487,-0.32,26.28,64.96,20180731,amc,,35.96,120.0,0.602,1---1,Down
IQ,180718,200117,C,35.0,13.013,384,2449,331,0.431,5.47,92.45,20180731,amc,,35.96,103.0,0.602,1---1,Down
IQ,180718,200117,C,60.0,7.494,657,1047,630,0.472,24.35,45.36,20180731,amc,,35.96,60.0,0.602,1---1,Down
IQ,180718,180817,P,35.0,2.775,3237,4798,2168,0.602,93.23,6.05,20180731,amc,,35.96,103.0,0.602,1---1,Down
ISRG,180718,180720,C,535.0,7.359,1440,2191,-701,-0.516,59.65,39.17,20180719,amc,,527.91,99.0,0.516,1---1,Up
ISRG,180718,180720,C,520.0,13.798,350,725,-240,-0.331,66.57,32.57,20180719,amc,,527.91,102.0,0.516,1---1,Up
ISRG,180718,180720,C,505.0,23.041,138,323,-133,-0.306,28.99,67.39,20180719,amc,,527.91,105.0,0.516,1---1,Down
ISRG,180718,200619,P,450.0,50.4,151,200,100,0.504,100.00,0.00,20180719,amc,,527.91,117.0,0.516,1---1,Down
ITB,180718,180727,C,39.5,0.541,10148,2509,10113,0.547,99.60,0.26,,,,39.83,101.0,0.547,1---1,Up
JD,180718,180720,P,41.0,3.343,34,15444,-7897,-2.64,88.24,5.88,20180813,bmo,,37.53,92.0,5.538,1---1,Down
JD,180718,181221,C,40.0,2.487,1368,6293,1364,0.339,76.97,22.22,20180813,bmo,,37.53,94.0,5.538,1---1,Up
JD,180718,180921,P,38.0,2.276,1591,16131,1533,0.349,52.92,47.01,20180813,bmo,,37.53,99.0,5.538,1---1,Down
JD,180718,180817,C,38.0,1.277,43242,4265,31392,4.008,25.35,74.57,20180813,bmo,,37.53,99.0,5.538,1---1,Down
JD,180718,180817,P,38.0,1.841,41006,8020,30086,5.538,55.78,44.18,20180813,bmo,,37.53,99.0,5.538,1---1,Down
JNJ,180718,180817,P,125.0,0.918,5998,5678,3924,0.36,64.47,33.46,20181016,bmo,20180827.0,127.8,102.0,0.36,1---1,Down
JPM,180718,200117,C,100.0,18.508,311,3268,-305,-0.564,99.36,0.64,20181012,bmo,,111.53,112.0,0.564,1---1,Up
JPM,180718,180720,C,110.0,1.554,5289,20400,-3045,-0.473,55.91,32.65,20181012,bmo,,111.53,101.0,0.564,1---1,Up
JPM,180718,180720,C,105.0,6.318,629,4665,-510,-0.322,36.25,50.56,20181012,bmo,,111.53,106.0,0.564,1---1,Down
JPM,180718,190118,P,110.0,5.349,287,6981,563,0.301,26.48,48.08,20181012,bmo,,111.53,101.0,0.564,1---1,Up
KHC,180718,180817,P,65.0,3.869,3077,11671,3027,1.171,99.84,0.16,20180803,bmo,,61.59,95.0,1.897,1---1,Down
KHC,180718,180817,C,62.5,1.796,8111,919,8082,1.451,99.10,0.88,20180803,bmo,,61.59,99.0,1.897,1---1,Up
KHC,180718,180817,P,62.5,2.386,8079,1330,7950,1.897,59.95,39.92,20180803,bmo,,61.59,99.0,1.897,1---1,Down
KNX,180718,180817,C,35.0,3.195,2626,881,2583,0.825,41.66,58.34,20180725,amc,,37.5,107.0,0.825,1---1,Down
LB,180718,190118,P,30.0,2.591,1712,8275,1377,0.357,0.70,99.30,20180814,amc,,32.34,108.0,0.357,1---1,Up
LMT,180718,180720,C,300.0,18.918,340,587,-170,-0.322,48.53,36.47,20180724,bmo,20180831.0,319.77,107.0,0.322,1---1,Up
LMT,180718,180720,C,305.0,14.424,341,749,-209,-0.301,33.72,50.44,20180724,bmo,20180831.0,319.77,105.0,0.322,1---1,Down
M,180718,180803,C,38.0,0.8,5017,59,5006,0.4,99.70,0.28,20180815,bmo,,37.7,99.0,0.4,1---1,Up
MAR,180718,180727,C,133.0,1.376,9161,3075,-2927,-0.403,66.10,33.26,20180806,amc,,133.13,100.0,0.403,1---1,Up
MAT,180718,181019,P,15.0,1.109,5852,285,3372,0.374,59.74,20.80,20180725,amc,,15.98,107.0,0.374,1---1,Down
MCD,180718,180817,P,150.0,1.05,10050,845,10035,1.054,0.32,99.61,20180726,bmo,,157.93,105.0,2.201,1---1,Up
MCD,180718,180727,C,160.0,2.121,10461,1156,10377,2.201,98.07,0.98,20180726,bmo,,157.93,99.0,2.201,1---1,Up
MDLZ,180718,200117,C,42.0,4.507,797,941,779,0.351,16.31,83.69,20180725,amc,,42.13,100.0,0.351,1---1,Down
MDT,180718,181116,C,90.0,2.989,4260,9072,3621,1.082,42.65,48.52,20180821,bmo,,88.01,98.0,1.082,1---1,Down
MELI,180718,180720,C,270.0,102.4,3800,4442,-2995,-30.669,100.00,0.00,20180808,amc,,369.35,137.0,30.669,1---1,Up
MELI,180718,180921,C,340.0,50.173,1128,6086,-274,-1.375,99.11,0.80,20180808,amc,,369.35,109.0,30.669,1---1,Up
MELI,180718,180720,C,380.0,2.941,2439,137,2153,0.633,4.26,95.65,20180808,amc,,369.35,97.0,30.669,1---1,Down
MELI,180718,180817,P,270.0,1.893,3818,61,3809,0.721,0.29,99.71,20180808,amc,,369.35,137.0,30.669,1---1,Up
MGM,180718,180720,C,30.0,1.081,9023,9642,-5852,-0.633,14.63,69.35,20180802,bmo,,31.02,103.0,0.708,1---1,Down
MGM,180718,180817,P,33.0,2.277,3123,650,3111,0.708,99.65,0.32,20180802,bmo,,31.02,94.0,0.708,1---1,Down
MHK,180718,180817,C,220.0,10.14,47,1227,-369,-0.374,17.02,80.85,20180725,amc,,224.38,102.0,0.374,1---1,Down
MLNX,180718,180921,C,85.0,4.105,1393,1082,1145,0.47,4.31,95.69,20181010,bmo,,83.6,98.0,0.47,1---1,Down
MMM,180718,190118,C,200.0,13.237,632,403,497,0.658,31.65,53.64,20180724,bmo,,202.2,101.0,0.658,1---1,Down
MOMO,180718,190118,P,40.0,3.511,4119,1361,1514,0.532,0.05,99.93,20180820,bmo,,45.62,114.0,0.532,1---1,Up
MS,180718,180720,C,50.0,0.955,8196,24218,-3784,-0.361,61.68,32.86,20180718,bmo,,50.56,101.0,0.361,1---1,Up
